,Titel,Schlüsselwörter
1233,22291_cleaned,"[('feuerbachs philosophie', 0.6013), ('philosophie feuerbachs', 0.5966), ('feuerbach philosophie', 0.5925), ('philosophie feuerbach', 0.5902), ('humanwissenschaften feuerbach', 0.5876)]"
1234,2315414_cleaned,"[('virus felines', 0.6749), ('feline leukämievirus', 0.6678), ('felinen leukämievirus', 0.638), ('felinen coronavirus', 0.6274), ('virus veterinary', 0.601)]"
1235,4082133_cleaned,"[('hindenburgschanze skisprungschanze', 0.586), ('hindenburgschanze sprungentscheidungen', 0.5484), ('skisprungschanze deutschland', 0.5434), ('skisprungschanze oberhof', 0.5065), ('sprungwettbewerbe thüringenschanze', 0.4909)]"
1236,599296_cleaned,"[('bovine spongiforme', 0.5591), ('spongiforme enzephalopathie', 0.5558), ('spongiforme enzephalopathien', 0.5492), ('transmissible spongiforme', 0.546), ('hypodermose tierseuchen', 0.5309)]"
1237,378581_cleaned,"[('olympiabericht biathlonwettbewerb', 0.6843), ('innsbruck sportverlag', 0.6692), ('winterspiele innsbruck', 0.6511), ('spielen innsbruck', 0.6369), ('spiele innsbruck', 0.6338)]"
1238,267730_cleaned,"[('pfaffenstein touristische', 0.655), ('bergwirtschaft pfaffenstein', 0.5814), ('wahrzeichen pfaffensteins', 0.5701), ('pfaffensteins sächsische', 0.5649), ('weltkrieg pfaffenstein', 0.5599)]"
1239,129061_cleaned,"[('lymphknotenregionen hodgkin', 0.7081), ('hodgkin lymphoma', 0.6427), ('hodgkin lymphoms', 0.6371), ('hodgkin lymphomen', 0.6264), ('lymphozytenprädominante hodgkin', 0.6239)]"
1240,5371821_cleaned,"[('berliner vorortbahn', 0.7279), ('vorortbahn berlin', 0.7261), ('berliner vorortbahnen', 0.7134), ('straße vorortbahnhofs', 0.6606), ('vorortbahn nordöstliche', 0.6508)]"
1241,1943_cleaned,"[('spieler japans', 0.5787), ('japanische spiels', 0.5756), ('spiel japanischen', 0.5735), ('japan spiel', 0.5691), ('spieler japan', 0.5627)]"
1242,195680_cleaned,"[('schwarzschwanz präriehundes', 0.5012), ('schwarzschwanz präriehunde', 0.4637), ('präriehunde habitat', 0.4611), ('schwarzschwanz präriehund', 0.4493), ('präriehunde regionen', 0.434)]"
1243,44408_cleaned,"[('lee virginia', 0.6535), ('washington lee', 0.6509), ('lee william', 0.6493), ('virginia lee', 0.6471), ('henry lee', 0.6274)]"
1244,3543584_cleaned,"[('virus lily', 0.7309), ('gurkenmosaikvirus lily', 0.714), ('lilienscheckungsvirus', 0.698), ('virus lilium', 0.6892), ('lilienscheckungsvirus pflanzenvirus', 0.6534)]"
1245,69162_cleaned,"[('land brandenburg', 0.6975), ('landesstraße brandenburg', 0.6881), ('brandenburg land', 0.6851), ('brandenburg namensgeber', 0.6833), ('brandenburg beetzseeufer', 0.6746)]"
1246,15243_cleaned,"[('entwicklung optimierungsverfahren', 0.5284), ('optimierungsproblemen schwierigkeit', 0.506), ('optimierung problems', 0.5011), ('optimierungsproblem karl', 0.4869), ('optimierungsproblemen', 0.4708)]"
1247,116846_cleaned,"[('apollo programm', 0.6416), ('apollo service', 0.6268), ('nasa apollo', 0.6251), ('apollo programms', 0.6235), ('apollo sowjetunion', 0.6205)]"
1248,10587516_cleaned,"[('nathalie musikvideo', 0.5776), ('liedes nathalie', 0.5657), ('nathalie lyricstranslate', 0.539), ('nathalie liedern', 0.5307), ('instrumentalversion nathalie', 0.5111)]"
1249,463617_cleaned,"[('nikolaikirchengemeinde potsdam', 0.7493), ('potsdam wiederaufbau', 0.6955), ('nikolai potsdam', 0.6936), ('potsdam anschließend', 0.6909), ('nikolaikirche potsdam', 0.6814)]"
1250,52062_cleaned,"[('politikverdrossenheit sullas', 0.5553), ('römischer politiker', 0.5269), ('sulla römischen', 0.5131), ('sulla politikerporträts', 0.4927), ('sullas politik', 0.4861)]"
1251,4125786_cleaned,"[('darwins manuskript', 0.6684), ('manuskripte darwin', 0.6535), ('manuskriptes darwins', 0.6509), ('manuskript darwin', 0.6498), ('manuskriptes darwin', 0.6398)]"
1252,76306_cleaned,"[('commodore margin', 0.6419), ('commodore right', 0.5098), ('versorgung commodore', 0.5058), ('computer commodore', 0.5027), ('plus commodore', 0.5026)]"
1253,4939427_cleaned,"[('nordwestliche kalksteinmassiv', 0.4915), ('städte nordsyrien', 0.4736), ('landschaft farbgegensatz', 0.4558), ('städtischen kathedrale', 0.4545), ('nördlichen kalksteinmassiv', 0.454)]"
1254,87716_cleaned,"[('constantin brâncusi', 0.6579), ('constantin brancusi', 0.6579), ('constantin brâncuși', 0.6579), ('constantin brâncușis', 0.6528), ('brâncuși kunstaspekte', 0.6481)]"
1255,12872_cleaned,"[('bebel marxists', 0.5739), ('bebels marxistischen', 0.5641), ('bebel polizeiliche', 0.548), ('arbeitervereine liberalen', 0.5321), ('bebel arbeiter', 0.5224)]"
1256,11297005_cleaned,"[('bergs landschaftsschutzgebiet', 0.6734), ('westlichen bergnase', 0.648), ('berges landesgrenze', 0.6263), ('berges nordwestliche', 0.6209), ('bergs stadtteil', 0.6205)]"
1257,507246_cleaned,"[('sankt petersburgs', 0.7187), ('petersburgs russischen', 0.7127), ('petersburg russischen', 0.7053), ('sankt petersburg', 0.7043), ('petersburg leningrad', 0.6799)]"
1258,4629444_cleaned,"[('klosterneuburg kastell', 0.6211), ('kastell klosterneuburg', 0.6075), ('namen klosterneuburgs', 0.5994), ('siedlungsanlage klosterneuburg', 0.5967), ('klosterneuburg legionslager', 0.5897)]"
1259,1361935_cleaned,"[('platon protagoras', 0.6515), ('platón protágoras', 0.6515), ('protagoras platon', 0.6393), ('platons protagoras', 0.6385), ('protagoras platons', 0.6279)]"
1260,148669_cleaned,"[('graufuchs festlandes', 0.5343), ('festland graufuchses', 0.5238), ('festland graufuchs', 0.5037), ('festland entfernten', 0.4571), ('graufuchs insel', 0.4561)]"
1261,2837159_cleaned,"[('schleswig holsteinischem', 0.5989), ('landschaftspflege hamburg', 0.5896), ('hamburg stadtentwicklungskonzept', 0.5859), ('hamburger schleswig', 0.5814), ('schleswig holsteiner', 0.5745)]"
1262,254286_cleaned,"[('kilometer polnische', 0.5823), ('polen polnische', 0.5512), ('kilometer polnischen', 0.5511), ('polnischen russischen', 0.5492), ('militärkonvention polnische', 0.5417)]"
1263,919142_cleaned,"[('region turracher', 0.5529), ('region fremdenverkehr', 0.5057), ('turracher straße', 0.4989), ('alpenpass landschaft', 0.4897), ('verkehr überregionale', 0.4889)]"
1264,139275_cleaned,"[('cleveland einwohnern', 0.5591), ('cleveland wirtschaftsgeographisch', 0.5586), ('einwohner cleveland', 0.5533), ('cleveland einwohner', 0.5456), ('wirtschaftsgeographisch cleveland', 0.5438)]"
1265,8134792_cleaned,"[('volksentscheide bundesrepublik', 0.5581), ('volksentscheid bundesabstimmungsgesetz', 0.5395), ('entschließungsantrag volksentscheide', 0.5253), ('bundesrepublik volksbegehren', 0.5248), ('entscheidungen bundesverfassungsgerichts', 0.5196)]"
1266,671894_cleaned,"[('nordwesten landkreises', 0.5991), ('zingst geologisch', 0.5139), ('land zingst', 0.4938), ('halbinsel zingst', 0.4933), ('zingst regionale', 0.4927)]"
1267,12358638_cleaned,"[('albums jerusalem', 0.7093), ('album jerusalem', 0.6954), ('jerusalem album', 0.6809), ('jerusalem band', 0.6553), ('jerusalem musikalisch', 0.6426)]"
1268,385414_cleaned,"[('wilson neurologische', 0.619), ('wilson syndrome', 0.5849), ('term wilson', 0.5731), ('wilson disease', 0.561), ('degeneration wilsonsche', 0.5481)]"
1269,4274450_cleaned,"[('selen glutathionperoxidase', 0.5532), ('enzyme wesentliche', 0.5514), ('verminderung glutathionperoxidaseaktivität', 0.541), ('selenmangel enzyme', 0.5395), ('selenabhängige enzyme', 0.5385)]"
1270,27231_cleaned,"[('blätter photosynthese', 0.6388), ('transpiration blattspreiten', 0.631), ('photosyntheseprodukten blatt', 0.5725), ('blattfunktionen photosynthese', 0.5582), ('blattes', 0.5558)]"
1271,139647_cleaned,"[('fließgewässer landkreis', 0.508), ('gleichgewicht flusslandschaft', 0.506), ('landschaft südschwarzwald', 0.4877), ('hochschwarzwald landkreis', 0.4818), ('badens deutschen', 0.4645)]"
1272,5163_cleaned,"[('londons tower', 0.6941), ('london tower', 0.6869), ('tower london', 0.6789), ('londoner tower', 0.6568), ('towers london', 0.6484)]"
1273,1013229_cleaned,"[('gudea oberherrschaft', 0.4866), ('gudea sumerischen', 0.4796), ('gudea inschriften', 0.4543), ('inschriften gudea', 0.4409), ('stadtstaat gudea', 0.4397)]"
1274,320715_cleaned,"[('schwersten giftschlangen', 0.5473), ('schwerste giftschlange', 0.5472), ('giftschlangen entsprechende', 0.5274), ('giftschlangen zahlenwerte', 0.5238), ('langlebigsten giftschlangen', 0.5218)]"
1275,2872669_cleaned,"[('römischen villa', 0.5651), ('romische villa', 0.5537), ('römische villa', 0.5537), ('sogenannte villa', 0.4747), ('elementen römischen', 0.4739)]"
1276,6226635_cleaned,"[('lili grüns', 0.6177), ('lili grün', 0.6098), ('geschichten lili', 0.588), ('geburtsort lili', 0.588), ('grete lili', 0.5621)]"
1277,2426768_cleaned,"[('landschaftsschutzgebietes', 0.5692), ('großen landschaftsschutzgebietes', 0.5665), ('landschaftsschutzgebiet', 0.5585), ('aufgaben landschaftsschutzgebietes', 0.5582), ('landschaftsschutzgebiet elsteraue', 0.5569)]"
1278,8383_cleaned,"[('adams photographs', 0.6222), ('adams fotografien', 0.6008), ('adams fotografische', 0.5954), ('fotografien adams', 0.5936), ('fotografie adams', 0.5865)]"
1279,1850419_cleaned,"[('moorlandschaft moorrand', 0.5881), ('baumarten moorlandschaft', 0.5791), ('schwarzes moor', 0.5647), ('schwarze moor', 0.5537), ('schwarzen moors', 0.5505)]"
1280,4344997_cleaned,"[('lewis nicola', 0.5518), ('nicola philadelphia', 0.5277), ('nicola miniatur', 0.5045), ('philadelphia nicola', 0.4972), ('nicola american', 0.4945)]"
1281,169015_cleaned,"[('adolf lanz', 0.5098), ('hitler lanz', 0.5005), ('lanz wesentlicher', 0.4792), ('liebenfels adolf', 0.4772), ('lanz biografie', 0.4735)]"
1282,550736_cleaned,"[('philosophieunterricht patrizi', 0.6446), ('patrizis philosophischen', 0.6346), ('humanisten patrizi', 0.6229), ('philosophie ferrara', 0.6065), ('patrizis philosophischer', 0.6043)]"
1283,32983_cleaned,"[('landwirtschaftsausstellung altstadtfestes', 0.5839), ('landkreises wirtschaftliche', 0.5769), ('nördlichen landkreises', 0.5672), ('ökologischer landwirtschaft', 0.5473), ('landwirtschaft', 0.5243)]"
1284,14900_cleaned,"[('jaspers philosophie', 0.7531), ('philosophie jaspers', 0.746), ('jaspers philosophiestil', 0.7295), ('philosophen jaspers', 0.7272), ('jaspers philosoph', 0.7237)]"
1285,3804175_cleaned,"[('amsterdam agnetas', 0.5061), ('amsterdam eigenen', 0.4773), ('amsterdam zeichenunterricht', 0.4665), ('van niederländisch', 0.4619), ('marken niederländischer', 0.4601)]"
1286,175452_cleaned,"[('thomé flora', 0.4674), ('catalogus florae', 0.4571), ('illustrierte flora', 0.4555), ('mädesüß filipendula', 0.4436), ('fotos flora', 0.4386)]"
1287,847849_cleaned,"[('bedeutung caesars', 0.6272), ('geschäfte caesars', 0.6219), ('caesars statthalterschaft', 0.6215), ('steuergesellschaften caesar', 0.6176), ('caesar geschäfte', 0.6095)]"
1288,5009737_cleaned,"[('berliner straßenbahnnetzes', 0.6853), ('cöpenicker straßenbahnnetzes', 0.6778), ('berliner straßenbahnnetz', 0.655), ('cöpenick bahnhofstraße', 0.6489), ('straßenbahn cöpenick', 0.6481)]"
1289,140_cleaned,"[('aristoteles platons', 0.7192), ('platon aristoteles', 0.7171), ('platons aristoteles', 0.7078), ('platonischer aristotelischer', 0.6841), ('platonische aristotelische', 0.6754)]"
1290,59648_cleaned,"[('bahnbetriebswerks berlin', 0.6679), ('berlin bahn', 0.644), ('berliner bahn', 0.6405), ('bahn berlin', 0.6346), ('brandenburg bahn', 0.6325)]"
1291,4187_cleaned,"[('quedlinburg städtepartnerschaft', 0.691), ('städtepartnerschaften quedlinburg', 0.6872), ('anhalt schlossmuseums', 0.6715), ('stadtvertretung quedlinburg', 0.6445), ('quedlinburg residenzstädte', 0.6368)]"
1292,683793_cleaned,"[('sieveking hamburg', 0.7296), ('hamburg sieveking', 0.7154), ('hamburg sievekings', 0.7144), ('sieveking heinrich', 0.6106), ('berlin sieveking', 0.6031)]"
1293,19379_cleaned,"[('orient expresse', 0.6524), ('orient express', 0.6243), ('express orient', 0.6176), ('orientexpress deutsches', 0.5976), ('budapest orient', 0.5384)]"
1294,503267_cleaned,"[('landes lesotho', 0.6922), ('land lesotho', 0.6797), ('lesotho land', 0.6754), ('nationalversammlung lesothos', 0.6239), ('lesotho siedlungsschwerpunkt', 0.6198)]"
1295,3797393_cleaned,"[('dinosaur filminstitut', 0.6702), ('gertie filmhistorikern', 0.609), ('dinosaurier filmbuch', 0.5862), ('gertie dinosaur', 0.5641), ('dinosaur gertie', 0.5609)]"
1296,216542_cleaned,"[('mainzer kathedrale', 0.739), ('kathedrale mainzer', 0.7346), ('bedeutung mainzer', 0.7136), ('mainzer domschatzes', 0.7077), ('domschatzes mainzer', 0.7001)]"
1297,1758843_cleaned,"[('weihrauchzeder kalifornische', 0.5095), ('weihrauchzedern kalifornische', 0.5071), ('kalifornische weihrauchzeder', 0.5049), ('weihrauchzeder vorkommende', 0.4442), ('gattung weihrauchzedern', 0.4304)]"
1298,521389_cleaned,"[('nordwestlichen salzkammerguts', 0.5923), ('nördlichen salzburg', 0.5667), ('salzkammergut berge', 0.5529), ('berghotel österreichs', 0.5411), ('berg salzkammergut', 0.5385)]"
1299,6228091_cleaned,"[('prince album', 0.7164), ('album prince', 0.7065), ('prince black', 0.6928), ('prince cd', 0.6569), ('songs prince', 0.6541)]"
1300,89595_cleaned,"[('film indianer', 0.6279), ('films vereinigten', 0.6091), ('hollywood filmstudios', 0.6034), ('filmen film', 0.6013), ('films langfassung', 0.6011)]"
1301,333639_cleaned,"[('finanzminister hansemann', 0.6257), ('hansemann finanzminister', 0.6031), ('bankier hansemann', 0.5801), ('wilhelm hansemann', 0.5409), ('ludwig hansemann', 0.5334)]"
1302,5491153_cleaned,"[('baumsterblichkeit iucn', 0.486), ('invasiv iucn', 0.473), ('iucn art', 0.4641), ('iucn www', 0.4634), ('iucn blaue', 0.4303)]"
1303,958434_cleaned,"[('neuroethik neurowissenschaften', 0.741), ('neuroethiker technologien', 0.6883), ('bedeutung neurowissenschaftlichen', 0.6855), ('neuroethik neuroethischen', 0.6821), ('bewertung neurowissenschaftlichen', 0.6767)]"
1304,1235859_cleaned,"[('musikbearbeitung chinesen', 0.6894), ('rhythmische abweichungen', 0.5685), ('kontrabass rhythmisch', 0.5595), ('japanern rhythmischen', 0.5567), ('musikalisches sprachliches', 0.5565)]"
1305,330703_cleaned,"[('mini topografische', 0.5115), ('miniatur vercors', 0.5042), ('vercors miniatur', 0.4993), ('miniatur straßen', 0.4792), ('superlativsuffix op', 0.4709)]"
1306,51907_cleaned,"[('boethius lateinischen', 0.547), ('boethius theologischen', 0.5245), ('platonismus stuttgart', 0.5175), ('platons zustimmend', 0.5069), ('interpretatione boethius', 0.5049)]"
1307,102864_cleaned,"[('pyramide pyramidengrundfläche', 0.6857), ('pyramid pyramidion', 0.6774), ('pyramide pyramide', 0.6717), ('geometrische pyramide', 0.6696), ('pyramidenliste untersuchungen', 0.6421)]"
1308,29263_cleaned,"[('titan saturns', 0.6573), ('titan saturn', 0.651), ('massenverteilung saturns', 0.643), ('saturn titan', 0.6372), ('titan planetary', 0.6263)]"
1309,380152_cleaned,"[('madrid sportlich', 0.5024), ('fußball fontaine', 0.4839), ('skrentny fußballweltmeisterschaft', 0.4838), ('madrid europapokal', 0.477), ('europäischen fußballers', 0.4741)]"
1310,2872858_cleaned,"[('katharina szelinski', 0.6506), ('katharina singers', 0.6469), ('szelinski singers', 0.6445), ('katharina singer', 0.6242), ('szelinski singer', 0.6228)]"
1311,968956_cleaned,"[('landschaftsstrukturen obstgärten', 0.5323), ('landschaftsstrukturen', 0.5093), ('geformte landschaftsstrukturen', 0.5074), ('umgestaltete landschaften', 0.4982), ('landschaften gleichen', 0.4901)]"
1312,192850_cleaned,"[('friedhofsgelände zentralfriedhof', 0.6832), ('friedhöfen zentralfriedhof', 0.6812), ('zentralfriedhofs flächenmäßig', 0.6589), ('zentralfriedhof fahrgästen', 0.6574), ('friedhof zentralfriedhof', 0.6525)]"
1313,102000_cleaned,"[('musikalisch alma', 0.6549), ('mahler alma', 0.632), ('mahler almas', 0.6284), ('alma mahler', 0.6239), ('alma mahlers', 0.6179)]"
1314,9282177_cleaned,"[('japanischer nationalismus', 0.602), ('nationalismus japanischen', 0.6003), ('politik japanisches', 0.588), ('japan polity', 0.5788), ('japanischen polizei', 0.5728)]"
1315,5625488_cleaned,"[('wirkung tapeverband', 0.6634), ('wasserdurchlässig tapeverband', 0.64), ('tapeverband beweglichkeit', 0.6258), ('funktion tapeverbandes', 0.6244), ('behandlungsmöglichkeiten tapeverband', 0.6239)]"
1316,677_cleaned,"[('flüssigkeit blut', 0.4364), ('gelegentlich flüssiges', 0.4236), ('funktionierenden blutkreislauf', 0.4208), ('blutes bluttransfusionen', 0.4199), ('verknüpfungsfunktionen blut', 0.415)]"
1317,10767905_cleaned,"[('wanderspinne wandernde', 0.5669), ('wandernde tigerspinne', 0.563), ('wanderspinne gelegentlich', 0.5403), ('wanderspinne bekanntesten', 0.5384), ('wanderspinne langbeiniges', 0.5339)]"
1318,76424_cleaned,"[('landkriegsordnung beschränkungen', 0.5505), ('haager landkriegsordnung', 0.5475), ('landkriegsordnung haager', 0.5474), ('land status', 0.4965), ('inhalte landkriegsordnung', 0.4743)]"
1319,11165074_cleaned,"[('industrie besondere', 0.4049), ('institutes schweren', 0.4001), ('industrieschauen san', 0.3987), ('industrieschauen jahresberichte', 0.3951), ('weitere industrieschauen', 0.3943)]"
1320,14623_cleaned,"[('zeitschriften ossietzky', 0.6083), ('zeitschrift berlin', 0.5893), ('zeitschrift weltbühne', 0.5855), ('zeitschrift schaubühne', 0.5845), ('zeitschrift westlichen', 0.571)]"
1321,249864_cleaned,"[('walchensees fischerei', 0.5672), ('walchensee bayern', 0.5622), ('walchensee tiefsten', 0.5349), ('walchensees nördlich', 0.5306), ('walchenseekraftwerk etymologie', 0.5303)]"
1322,13218_cleaned,"[('historischen arminius', 0.6698), ('germanische arminius', 0.6417), ('deutschen arminius', 0.6208), ('nationalistischer arminiusverehrung', 0.6207), ('bedeutung arminius', 0.6194)]"
1323,18801_cleaned,"[('moratorium todesstrafe', 0.6348), ('todesstrafe europäische', 0.5835), ('entschließungsantrag todesstrafe', 0.5661), ('todesstrafe österreich', 0.5646), ('todesstrafe todesurteile', 0.5587)]"
1324,202923_cleaned,"[('bahnhöfen wutachtalbahn', 0.7279), ('wutachtalbahn mini', 0.7162), ('bahnhof wutachtalbahn', 0.7113), ('wutachtalbahn bahnstrecke', 0.7004), ('eisenbahninfrastrukturunternehmen bahnbetriebe', 0.6898)]"
1325,606224_cleaned,"[('zitronenpresse zitronensaft', 0.6962), ('zitronensaft zitronenpressen', 0.6834), ('elektrischen zitronenpressen', 0.675), ('zitrone zitronenpresse', 0.6733), ('zitronenpresse begriff', 0.6709)]"
1326,5066108_cleaned,"[('deutschsprachigen theaterlandschaft', 0.5586), ('landesbühne theater', 0.55), ('niedersächsischen landtag', 0.5482), ('norddeutsches theatertreffen', 0.5426), ('land niedersachsen', 0.5324)]"
1327,2104947_cleaned,"[('panzernashorn mittelalterlichen', 0.6732), ('indischen panzernashorns', 0.6676), ('bezeichnung panzernashorn', 0.6579), ('panzernashörnern hinterbeinen', 0.6526), ('anschauung panzernashorns', 0.6494)]"
1328,53729_cleaned,"[('geschichte demokratischen', 0.5432), ('afrikas demokratische', 0.5258), ('verstädterungstendenzen afrikanische', 0.4908), ('großstädte demokratischen', 0.4835), ('kolonialgeschichte afrika', 0.4758)]"
1329,245_cleaned,"[('ammoniakproduktion', 0.7235), ('produktion ammoniak', 0.7101), ('akute ammoniakvergiftungen', 0.6909), ('anteil ammoniakproduktion', 0.6873), ('summaries ammoniakproduktion', 0.6833)]"
1330,191885_cleaned,"[('hawk vietnamkrieg', 0.6342), ('hawk uss', 0.6336), ('hawk naval', 0.6191), ('hawk vietnam', 0.5952), ('hawk kitty', 0.5916)]"
1331,260184_cleaned,"[('fachübergreifend wilamowitz', 0.6239), ('wilamowitz klassizistischen', 0.6172), ('wilamowitz moellendorffs', 0.6149), ('wilamowitz bibliographie', 0.6082), ('wilamowitz moellendorff', 0.608)]"
1332,1398411_cleaned,"[('jazz musikern', 0.6447), ('jazz musiker', 0.6368), ('musikstile bebop', 0.6205), ('bebop musik', 0.6197), ('bebop musikern', 0.6192)]"
1333,2232727_cleaned,"[('tanzlinde dorfplatz', 0.5057), ('tanzlinden tanzlinde', 0.504), ('tanzlinde effeltrich', 0.4844), ('tanzlinde', 0.4539), ('tanzlinde sachsenbrunn', 0.4462)]"
1334,949640_cleaned,"[('skisprungschanze deutschland', 0.5511), ('großschanze skisprung', 0.5382), ('skidisziplinen februar', 0.527), ('deutschen skispringern', 0.5144), ('skisports deutschen', 0.5116)]"
1335,1354699_cleaned,"[('rostock schorlers', 0.5925), ('schorler rostock', 0.5871), ('schorler rostocker', 0.5855), ('schwester rostock', 0.5419), ('schorlers rolle', 0.5393)]"
1336,2480285_cleaned,"[('klarinette instrument', 0.7628), ('instrument klarinette', 0.7611), ('klarinettisten instrumente', 0.7454), ('instrumentes klarinettisten', 0.7369), ('klarinette instrumente', 0.7356)]"
1337,1170839_cleaned,"[('indochinakrieges streitkräften', 0.6885), ('französischen indochinakrieges', 0.6775), ('indochinakrieg schlacht', 0.6747), ('indochinakriegs indochina', 0.6727), ('vietnamkriegs vietnamesischen', 0.6701)]"
1338,804506_cleaned,"[('segellibellen libellulidae', 0.5254), ('gefleckte heidelibelle', 0.471), ('heidelibelle gefleckte', 0.4675), ('gefleckten heidelibelle', 0.4626), ('rotbraune flügelmal', 0.4592)]"
1339,207238_cleaned,"[('transportphloem querschnittsfläche', 0.6745), ('phloem transportierten', 0.6687), ('transportphloem phloementladung', 0.6446), ('transportphloem undurchlässig', 0.6317), ('phloems transportierte', 0.6304)]"
1340,2203_cleaned,"[('ägyptischen hieroglyphenschrift', 0.6942), ('hieroglyphen untersuchungen', 0.6939), ('entsprechenden hieroglyphen', 0.6932), ('hieroglyphenschrift einführungen', 0.6894), ('ägyptische hieroglyphen', 0.6859)]"
1341,588054_cleaned,"[('linzer lokalbahn', 0.7105), ('lokalbahn linzer', 0.697), ('lokalbahn oberösterreich', 0.68), ('lokalbahn bedeutendste', 0.6697), ('lokalbahn linz', 0.6594)]"
1342,89922_cleaned,"[('nordgermanischen deutsche', 0.5369), ('nördlichen finnland', 0.4908), ('teil nordeuropäischen', 0.4892), ('isländisch altnordisch', 0.4812), ('nordamerikanische vertreter', 0.4796)]"
1343,107416_cleaned,"[('buchmalerei illuminationen', 0.6388), ('buchmalerei ornamental', 0.5783), ('buchmalerei liturgischen', 0.5689), ('stilistisch buchmalerei', 0.5373), ('buchmalerei terminologie', 0.5312)]"
1344,3837494_cleaned,"[('codes detonation', 0.5522), ('detonationssystems absichtlich', 0.4802), ('komponenten detonationssystems', 0.4718), ('detonationssystems exklusiven', 0.469), ('detonationssystems', 0.4484)]"
1345,5395_cleaned,"[('planetensonde venus', 0.7667), ('venus planeten', 0.7562), ('venus planet', 0.7555), ('planetensystem venus', 0.7505), ('planetenbeobachtung venus', 0.7487)]"
1346,3374565_cleaned,"[('brunfelsia solanaceae', 0.6406), ('coriaceae brunfelsia', 0.6183), ('brunfelsia latifolia', 0.5943), ('brunfelsia densifolia', 0.5693), ('francisceae eingeordnetvergleiche', 0.5593)]"
1347,7141894_cleaned,"[('pflanzenreste nicotiana', 0.5529), ('pflanzen nicotiana', 0.5094), ('produktion pflanzenhormons', 0.4733), ('pflanze zentimeter', 0.4642), ('pflanzenreste', 0.4443)]"
1348,10693_cleaned,"[('nachfolgende künstlergenerationen', 0.6528), ('rembrandts kunsthistorischen', 0.6377), ('künstlergenerationen gemälden', 0.6336), ('bedeutende kunsthistoriker', 0.6213), ('rembrandts künstlerischer', 0.6211)]"
1349,204260_cleaned,"[('historischen kloster', 0.509), ('monographie kloster', 0.4796), ('brandenburgisches klosterbuch', 0.4795), ('klostermonographie georg', 0.4718), ('klostergründung zisterzienser', 0.4715)]"
1350,465262_cleaned,"[('arbatskaja miniatur', 0.5907), ('stadtbild arbat', 0.5894), ('seitenstraßen arbat', 0.5792), ('stadtkern arbatskaja', 0.5729), ('stadtteils arbat', 0.5705)]"
1351,110015_cleaned,"[('organe glutenunverträglichkeit', 0.6629), ('glutenverdauung darmbedingungen', 0.6526), ('zöliakie glutenfreier', 0.6469), ('zöliakie glutenfreien', 0.6455), ('zöliakie gluten', 0.636)]"
1352,4263_cleaned,"[('relativitätstheorie gravitation', 0.6707), ('einsteinschen relativitätstheorie', 0.6531), ('einsteinschen relativitätstheoriekinematographie', 0.6337), ('einsteins relativitätstheorie', 0.6332), ('relativitätstheorie einsteins', 0.6286)]"
1353,5121_cleaned,"[('jackson virginian', 0.6415), ('virginia jackson', 0.6159), ('military jackson', 0.607), ('jackson militärakademie', 0.5897), ('thomas jackson', 0.5832)]"
1354,18559_cleaned,"[('schrift hiragana', 0.6197), ('schriftenlehrer hiragana', 0.6025), ('schriftsystem kanji', 0.5704), ('alphabetisierung japanische', 0.5676), ('japanese schrift', 0.5643)]"
1355,142764_cleaned,"[('stadtgebiets rodgau', 0.6643), ('rodgau einwohnerstärkste', 0.6606), ('stadtteil rodgau', 0.6502), ('stadtgebiet rodgau', 0.6475), ('einwohnerzahlwww rodgau', 0.6261)]"
1356,10576121_cleaned,"[('fotos obama', 0.5478), ('foto obamas', 0.5391), ('obama foto', 0.5317), ('obama fotografen', 0.5296), ('körperhaltung obamas', 0.5179)]"
1357,6249782_cleaned,"[('südniedersächsischen orgellandschaft', 0.6396), ('orgellandschaft südniedersachsen', 0.6108), ('südniedersachsen kulturlandschaft', 0.6012), ('südniedersächsische orgellandschaft', 0.6011), ('klosterorgeln südniedersachsens', 0.5531)]"
1358,875323_cleaned,"[('bacterium namibian', 0.5811), ('namibian shelf', 0.5682), ('sediments populationsdichten', 0.5439), ('shelf sediments', 0.4786), ('namibia water', 0.4651)]"
1359,560752_cleaned,"[('stadtgeschichte mainz', 0.7424), ('stadtgestaltung mainz', 0.7347), ('mainzer stadtgeschichte', 0.7327), ('stadtgeschichte mainzer', 0.7302), ('stadtteile mainz', 0.7296)]"
1360,2559362_cleaned,"[('miniatur grabeiche', 0.5528), ('grabeiche miniatur', 0.5387), ('grabstätte guinness', 0.4886), ('grabeiche begräbniseiche', 0.4661), ('grabeiche nöbdenitz', 0.4601)]"
1361,24964_cleaned,"[('kirchenlieddichter lutherischer', 0.654), ('reformation lutherischen', 0.6178), ('lutherischer', 0.6052), ('wittenberger reformatoren', 0.6042), ('reformator luther', 0.6033)]"
1362,80463_cleaned,"[('glacier nationalparks', 0.7637), ('nationalparks glacier', 0.7618), ('glacier nationalpark', 0.734), ('glacier national', 0.6347), ('glacier park', 0.6218)]"
1363,77807_cleaned,"[('deutschen liedes', 0.5485), ('lied nationalsozialistischen', 0.5297), ('liedes ideologisch', 0.5241), ('deutsche lied', 0.5123), ('verbreitete lied', 0.5087)]"
1364,102_cleaned,"[('atome elements', 0.6741), ('atomen elements', 0.657), ('elemente atom', 0.6446), ('atoms atomaren', 0.6412), ('atom heliumatom', 0.6397)]"
